"","name..1...2.","max.sylen..rm.na...TRUE.","min.sylen..rm.na...TRUE.","mean.sylen..rm.na...TRUE.","sd.sylen.","rate","mean.anasyl.dom..rm.na...TRUE.","max.anasyl.dom..rm.na...TRUE.","min.anasyl.dom..rm.na...TRUE.","sd.anasyl.dom.","mean.anasyl.harmonics..rm.na...TRUE.","max.anasyl.harmonics..rm.na...TRUE.","min.anasyl.harmonics..rm.na...TRUE.","sd.anasyl.harmonics.","mean.anasyl.HNR..rm.na...TRUE.","max.anasyl.HNR..rm.na...TRUE.","min.anasyl.HNR..rm.na...TRUE.","sd.anasyl.HNR.","mean.anasyl.f1_freq..rm.na...TRUE.","max.anasyl.f1_freq..rm.na...TRUE.","min.anasyl.f1_freq..rm.na...TRUE.","sd.anasyl.f1_freq.","mean.anasyl.f2_freq..rm.na...TRUE.","max.anasyl.f2_freq..rm.na...TRUE.","min.anasyl.f2_freq..rm.na...TRUE.","sd.anasyl.f2_freq.","mean.anasyl.f3_freq..rm.na...TRUE.","max.anasyl.f3_freq..rm.na...TRUE.","min.anasyl.f3_freq..rm.na...TRUE.","sd.anasyl.f3_freq.","mean.anasyl.entropy..rm.na...TRUE.","max.anasyl.entropy..rm.na...TRUE.","min.anasyl.entropy..rm.na...TRUE.","sd.anasyl.entropy.","mean.anasyl.specSlope..rm.na...TRUE.","max.anasyl.specSlope..rm.na...TRUE.","min.anasyl.specSlope..rm.na...TRUE.","sd.anasyl.specSlope."
"84"," Pluvier petit gravelot ",176,1,154.666666666667,9.87541439757388,0.000291666666666667,2627.52174431073,3386.40950792327,1,471.741088961444,8.64168605770721,21.0252265069231,-12.7382014534032,9.05234963847458,11.8086809063006,28.3568066214611,0.0806375691643472,7.9819613119953,2036.95367346939,2670.99,1,418.475507649959,2629.83040816327,3400.31,1,402.365390135629,3203.02693877551,4049.82,1,257.606791586875,0.123932944194163,1,0.0516123030773295,0.0481941626936618,-0.000423138568134462,1,-0.000862465007648782,0.000199214685899154
"85"," Hibou moyen duc ",696,1,476.952380952382,250.049290379012,0.00028261361067149,509.904778447575,545.49262055119,1,30.2740593802187,10.2078887324606,24.3754144382565,1,5.6108979163955,12.1305212407511,18.3145605521024,1,3.13674748640827,544.402,662.85,1,36.8764829357121,2060.10822222222,2234.39,1,61.599764073271,3032.937,3214.01,1,94.5969909069611,0.291016731065083,1,0.191227030599022,0.0653220911113839,0.00013914297112682,1,-0.000357223951858819,0.000234279513828758
"86"," Eurasian Nuthatch ",2448,1,616.533333333333,629.938530636881,0.0128676470588235,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"87"," Héron cendré ",424,1,281.333333333333,151.063783438211,0.000603864734299517,1325.5336346598,2126.92735403057,1,491.253568591173,10.0392894111587,21.8259709860812,-4.14938600597755,10.1787866194295,9.48896656307861,17.2784993709878,0.505038615715644,6.7841939639292,1163.61533333333,1545,1,142.522637944527,2008.918,2122.53,1,117.183622039454,2565.38133333333,3283.86,1,486.02539442571,0.294681741067173,1,0.246720807324416,0.0296994976874589,-0.00131338898572508,1,-0.00236920319835329,0.000621929495170691
"88"," Chouette hulotte ",1248,1,818.666666666667,579.121173273205,0.000392464678178964,859.110479089295,885.801360667006,1,22.3809845951845,-3.36267574036634,1,-4.60814942814399,0.846583580687176,23.4881590715374,25.4298799408024,1,2.40549199873947,852.071111111111,871.99,1,24.0682620085271,2067.19888888889,2602.06,1,705.005016834002,3486.56333333333,4330.94,1,813.655499628067,0.141010648064989,1,0.110900535852739,0.0240475834421608,-0.00165736328223658,1,-0.00197292220621984,0.000211211083256687
"89"," Carrion Crow ",384,1,261,125.251746494809,0.00255847953216374,802.775216742897,1826.65493628132,1,215.593317587045,12.1934871753569,19.2297014974587,-3.85087952242305,4.41923483128676,4.54601645524136,16.7525068977233,-3.80699039783966,3.78199982717594,1288.86196721311,6309.94,1,531.192854522038,2073.39327868852,7395.71,1,984.020354001881,3067.13729508197,10883.24,1,1470.87700018429,0.376647451366063,1,0.132999159613881,0.0658896605718242,-0.000865877481094695,1,-0.00224110757683723,0.00044222671840765
"90"," Common Kestrel ",968,1,215.157894736842,220.351668436512,0.002159529498254,2077.08438565784,3486.45120934112,1,412.512730994278,13.8593097825492,23.1464276531421,1,3.67909755904682,7.90756609629904,19.2566491341325,-1.47874330520317,4.00782396489094,1838.2885915493,3447,1,352.082965880347,3146.9358685446,4122.39,1,631.672505779204,3819.08821596244,5846.02,1,376.645507992783,0.247216173985003,1,0.058849134002277,0.0758930270784757,0.000269532017795657,1,-5.3686926622172e-05,0.000191430948882496
"91"," Common Kingfisher ",296,1,139.84,80.8329965628724,0.00232558139534884,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"92"," Eurasian Magpie ",1328,1,381.333333333334,402.631345029171,0.000311915159076731,1088.95864510817,1546.40067971536,1,187.060121048906,18.6048549359792,24.9588897215879,1,2.43559427516814,-0.80218887770184,3.23878871091826,-4.51121681443028,1.82913339985269,1367.04081081081,1854.66,1,136.716146752661,2006.07878378378,2861.74,1,265.687116293308,2831.15932432432,5726.93,1,582.487124202056,0.511178483853527,1,0.329564583976772,0.0606628867340183,-0.000643205583699364,1,-0.00112558327761978,0.0002205129614148
"93"," Goéland railleur ",152,1,117.714285714286,21.5229666923056,0.000859106529209622,1340.21361952754,1626.47332444849,1,170.708151687988,13.6685226266145,20.4815865133809,-6.09723411237646,7.09104242192118,6.0561205069472,15.4190038012138,0.296240039581764,4.57029888948876,1344.849,1533.97,1,102.406909095658,1691.178,2543.69,1,255.879842866262,2620.8585,3592.38,1,589.416143254671,0.210668156562254,1,0.123221412953196,0.0769013206400583,-0.00117086247750679,1,-0.00226613852676443,0.000615259130558232
"94"," Grue cendrée ",648,1,612.8,45.466471162825,0.000146842878120411,1024.39044030945,1165.48373644704,1,182.348707119967,4.77756533203884,21.9990480961076,-1.32605543049613,6.03321470069694,15.0851965624301,26.4072447453222,-0.371482626104173,7.90858057384226,1094.26574712644,1163.33,1,70.0344620423632,1885.74804597701,3691.13,1,528.73023648553,2964.9724137931,4346.32,1,595.563237215978,0.213651721459568,1,0.0548352453605594,0.133823175647894,-0.000952444269615893,1,-0.0020643913084655,0.000321266467299081
"95"," Canard siffleur ",672,1,381.333333333333,177.135729503301,0.00128336755646817,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"96"," Blyth's Shrike babbler ",760,1,242.5,243.752333322165,0.00161082474226804,2044.19797802929,3488.16231449384,1,867.192755770213,13.5390075127863,20.7302953665927,0.542085844593893,3.27273154132381,7.89847020896838,26.7957821460318,-4.16504964431068,5.44955777938205,1194.14895061728,3301.19,1,763.463004448155,2530.10086419753,3329.45,1,296.619174240639,3031.62018518519,7347.7,1,590.08102427803,0.150881357252405,1,0.0583149169032015,0.0636982205863423,-0.000381511883912019,1,-0.00142771287703478,0.000300180562309711
"97"," Mouette rieuse ",1752,1,455,411.97928750525,0.00209263392857143,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"98"," Western Bonelli's Warbler ",736,1,724,16.970562748477,0.000443262411347518,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"99"," Effraie des clochers ",1392,1,1392,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"100"," Goldcrest ",1184,1,293.935483870967,300.385300959048,0.00171939477303989,712.703143376262,2987.70828491175,1,574.895290760479,12.8851093204086,18.255161426774,1,3.17833704957909,5.87716529079835,13.5817088272076,-5.86707998695635,4.73829155171656,896.920784313725,2187.57,1,195.304324405202,2579.83039215686,5825.92,1,959.72752483392,4192.28843137255,11896.46,1,1539.48232536314,0.461527563254898,1,0.283387277688692,0.0937197541701039,0.000656129614135887,1,2.14037497401203e-05,0.000551173067262156
"101"," Monk Parakeet ",744,1,391.111111111111,244.014571513898,0.0015552099533437,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"102"," Long tailed Tit ",312,1,146,87.7460450450767,0.00322252374491181,554.052396605014,2966.23436196831,1,626.259076736432,10.8810773191254,14.8848819861683,1,2.03041355779688,-1.28956930860644,3.71327777987983,-3.99292791445956,2.28387429925044,1841.00588235294,4452.55,1,1055.85515383301,3430.55529411765,5962.31,1,1156.4846022814,4819.75764705882,6788.34,1,1195.39190539928,0.41703404697906,1,0.224982654407916,0.128828126864777,0.000672660727611651,1,4.62648740240039e-05,0.000292464951099829
"103"," European Green Woodpecker ",1552,1,481.6,625.85365701576,0.00423728813559322,1528.96858493189,2025.84236864053,1,260.264119663539,13.5307350924536,27.8233495633076,0.621382366335168,9.76808461286953,7.24034399734645,11.8664324082235,-0.787126571895155,3.24397403372858,1450.24,1668.57,1,81.1836807140802,1988.87333333333,2036.04,1,46.0027067009054,2647.91733333333,2727.71,1,54.0576419160493,0.346861439291428,1,0.297622665081431,0.0283137811287453,-0.000549159905101816,1,-0.00110209440373939,0.000254765351278578
"104","_Tourterelle_turque_",392,1,267.428571428571,90.6358491042983,0.00403877221324717,507.272859658181,645.266889074228,1,37.2788419384387,-3.97792849859271,10.6324163872593,-7.6054288224283,2.34579992817125,15.4653645033811,21.7374419145304,1,4.83780816203372,507.481468253968,626.12,1,36.6921791528256,1923.81912698413,5014.39,1,1076.41491164957,3287.60702380952,11014.25,1,1118.15467810122,0.191032325653629,1,0.10358916604486,0.0614539404360308,-0.00166262811701327,1,-0.0030456098629248,0.000512480403726883
"105"," Rose ringed Parakeet ",248,1,169.6,52.2761896086545,0.00202429149797571,1909.33864551662,2227.01815994699,1,177.341265518435,12.1074638871391,20.0394186008577,1,4.48886373803892,5.84987230006973,14.3372186535355,-4.65288098004507,5.64815487551205,1695.8852173913,2190.3,1,408.000133454407,2935.59434782609,4149.85,1,642.156331715304,4033.53173913043,6157.88,1,746.205222561901,0.405733157187064,1,0.263255803176679,0.109294440200386,9.60008744805866e-05,1,-0.000349887657604189,0.000314603517593349
"106"," Yellow throated Vireo ",1080.00000000001,1,371.826086956522,229.185048729766,0.000577973938629677,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"107"," Great Spotted Woodpecker ",136,1,109.379310344828,12.6613482641822,0.00159182305630027,2036.13401493582,2546.05921601334,1,249.488042881326,19.2751586378289,30.3274817327181,1,4.23760955734276,-0.347074340383486,9.34447893592414,-5.62747400071916,3.21456314071056,1716.58591954023,2832.18,1,357.829221440591,2511.15735632184,4223.77,1,432.296800368862,3577.33350574713,5139.21,1,610.621372666404,0.418782658023026,1,0.241259893629962,0.0808936433384659,0.000827482542661231,1,2.47752555074119e-05,0.000690253285518136
"108","_Marouette_ponctuee_",240,1,137.04347826087,43.0343185047697,0.00196288365453248,1466.93292204288,2345.97581317765,1,497.498260157676,14.6906130753974,24.7142535876128,1,4.42643669206038,6.41608673524727,12.5120092788464,-2.44927385426344,2.55138246517172,1223.42588235294,2605.31,1,363.272385072037,2048.22529411765,2806.28,1,296.812348817161,2675.95661764706,7461.49,1,855.896161088482,0.157290223226777,1,0.0516660967900861,0.0768079229901197,-0.000751984177763013,1,-0.00251642358991575,0.000611231494621204
"109"," Coal Tit ",2760,1,198.344827586207,361.690405157923,0.00247567755385684,481.296448480661,945.855844216856,1,316.215413967802,10.8752281832514,17.396209500436,-0.977485086835243,3.88933045782434,7.74417362263625,17.2182202012419,0.699085712237475,4.19470439684109,1053.08620689655,1687.27,1,266.736975534404,2779.49034482759,6474.23,1,1388.4900729762,4472.63827586207,7914.7,1,1584.94221389044,0.396244906475814,1,0.26551850524673,0.0794233908284458,0.000146715474664507,1,-0.000763139890695861,0.000362974689652164
"110"," Eurasian Wren ",536,1,97.9340659340659,92.3324671677547,0.00427919360973754,2302.13400873277,2906.2093411176,1,644.459530267337,13.8028467972701,20.7676008005652,1,3.65938083268488,3.45488038708628,13.2869020640939,-2.93916243163592,3.67394247763353,1442.33058823529,4040.43,1,948.407241335612,3085.65411764706,5197.4,1,851.052190580356,4088.12588235294,6500.68,1,971.241433764705,0.370470811423212,1,0.283593021171349,0.0690750341494122,0.00131388249399485,1,0.000202554858646495,0.000703868438448694
"111"," Eurasian Skylark ",1336,1,148.3125,136.976217833493,0.00358838155515371,3219.14632385533,3488.16231449384,1,170.449237094315,23.3828791713672,31.471499121196,-11.9831704503684,6.55927972527251,4.98849961392877,20.6190855262214,-4.0674095755281,4.72996868102136,1711.84,3311.16,1,569.604714830507,3110.50824561404,4005.49,1,333.452816029938,3588.52842105263,4567.41,1,295.380227997923,0.120165908798015,1,0.0698565919585933,0.0414307664825749,0.000357173356159619,1,-6.07432396175302e-05,0.000299086258514049
"112"," Eurasian Blue Tit ",816,1,177.631067961164,168.772674020135,0.00205877603746165,1103.04699600858,3486.45120934112,1,1091.97882502774,12.5983840882684,22.3554679592236,1,3.42554630259424,7.7230330322698,19.761078683421,-6.36310877001883,4.60171068397122,1151.31357142857,4954.31,1,862.004984231172,2417.17830357143,6225.8,1,1276.45636349964,3803.03008928571,9964.79,1,1360.87306594329,0.386800293370915,1,0.14279325344628,0.106021133618921,0.000296100054337963,1,-1.30753860726445e-05,0.000304682988321316
"113"," Brown Creeper ",1288,1,443.555555555556,416.092498514767,0.000642770719903206,3342.31571158706,3488.16231449384,1,89.3105317878626,9.86061860086678,18.5875941430416,1,6.00038550765588,21.2132832072253,25.9424432850892,1,2.96345254687263,1194.88571428571,1937.7,1,333.327447257555,2495.00857142857,3453.34,1,787.39503563816,3361.94857142857,3528.63,1,106.944781613156,0.0562858695084089,1,0.0308577374951367,0.0206974951585637,0.000620711517334808,1,-2.64167326268368e-05,0.000565178583840605
"114"," Eurasian Golden Oriole ",1176,1,384.258064516129,305.578246143486,0.000797702616464582,1726.45753620597,2326.45181476846,1,277.207981285078,6.70320103563625,27.7201133094095,-9.0091580469249,11.2460748884965,13.3885004313095,26.8244781269425,-5.08295113672939,7.96683166580812,1456.36147619048,2312.35,1,266.435640526538,1969.15947619048,4620.73,1,335.559523547261,2929.34685714286,7973.12,1,982.568554638909,0.230881292255123,1,0.0931599768605022,0.0914452390948332,-0.00046751338234818,1,-0.00112404742806033,0.000250225580777939
"115","_Coucou_gris_",712.000000000002,1,156.190476190476,144.124813633052,0.00448833034111311,847.894629915683,2987.70828491175,1,429.828092554476,-0.306627239868552,14.2025287016601,-6.32001154274928,4.96867021114465,12.4687502003257,20.8507732994507,-1.07826320127192,5.66518490649498,853.795531914894,2350.09,1,435.816531366366,2242.56170212766,4294.9,1,1084.65918571992,3537.44957446809,5893.98,1,1075.70772968909,0.30051892774448,1,0.148936959821549,0.083069859792907,-0.000759610204297775,1,-0.0024186628795894,0.000850849021379788
"116"," Prothonotary Warbler ",152,1,133.333333333333,26.1278905896873,0.0130208333333333,158.47483767438,185.165719252091,1,23.1149814957001,15.7813066546716,16.9362736538561,1,1.04700885120924,2.61898861735886,3.75125275716985,1,1.14638793023878,1746.86666666667,1772.04,1,30.929534967945,3555.74333333333,4450,1,829.086412524855,4629.16333333333,5115.14,1,645.793097387494,0.35106481633103,1,0.259351534261722,0.134887849496407,0.00179002885222084,1,0.00057563623263005,0.00113469677382044
"117"," Northern Cardinal ",1608,1,376.363636363637,424.495503981413,0.00141585760517799,2271.89220459951,3187.88989674459,1,349.438671404792,15.6144563727,29.4567372911124,-8.98625163374593,7.54861426799797,7.40591067873458,20.7881780726508,-2.87128399764323,4.6957150750543,1790.88593333333,2719.1,1,252.219078657673,2324.26126666667,4977.11,1,399.709852414791,3043.9149,5258.78,1,612.583697837701,0.183903987698822,1,0.047337742017658,0.0843801446614896,5.77198957457723e-05,1,-0.00138855756318258,0.000755043256859941
"118"," Échasse blanche ",1864.00000000001,1,175.366336633663,231.803180425648,0.00200449005772931,689.117767008482,1105.45871559633,1,395.202348691847,9.21822887082209,15.48121858533,-1.68700167157403,2.24217095756249,11.4989180060111,22.1364466997595,-0.299557423191529,5.4507023929593,1058.02837004405,4302.39,1,306.794193612032,2139.15995594714,9384.79,1,529.353463902498,3165.00907488987,14339.69,1,987.667999617141,0.280565591338373,1,0.1592806679007,0.0816238790774999,-0.000894007357873225,1,-0.00148207466990772,0.00020330049688052
"119","_Foulque_macroule_",144,1,115.692307692308,18.6520088970983,0.00185185185185185,788.18360538544,985.408673894912,1,211.708978768288,6.70976393942766,18.0901807692549,-0.470544863747781,5.03070350112066,12.5040213912293,18.6388794339655,0.448175822510338,4.28496305663702,944.074285714286,1777.64,1,176.60474475742,1885.33755102041,4293.03,1,381.448229255571,2790.50734693878,5143.64,1,382.009363027572,0.292825594016217,1,0.144965292555641,0.0875672510245152,-0.000391271522482537,1,-0.000706625403641672,0.000123860795241074
"120"," Great Spotted Woodpecker ",448,1,80.768,50.4065945506492,0.00941676792223572,2318.29760911871,2746.14261884904,1,260.879224409005,18.3071041701935,38.380619474205,1,7.32507343706444,2.84142632561932,12.8223356149285,-5.00272807199413,4.44002654687987,2092.27233333333,2306.53,1,99.284809741021,2501.39916666667,2727.02,1,107.57303662056,4130.392,5214.17,1,439.745503490371,0.202400079243473,1,0.108955217680351,0.0391356637815589,0.00140017338475458,1,0.000679302400965037,0.000490447498487447
"121"," Avocette élégante ",152,1,99.2941176470588,14.4385105961555,0.00338983050847458,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"122"," Red backed Shrike ",840,1,174.608695652174,169.545311489942,0.00190575190575191,260.295229091806,485.43813700134,1,58.9879551237697,6.37572502163105,14.9588639194059,0.734690892193735,2.08598475826534,1.67707879957511,11.9181261495108,-3.63117503545603,1.81596356731959,856.857975460123,10718.32,1,964.324133684011,3141.19782208589,13900.52,1,2540.077518903,5690.47378834356,14842.8,1,3151.16719571346,0.428229867081486,1,0.301346975252937,0.0383633588434251,-0.000917840265449574,1,-0.0021653800010296,0.000221523593043649
"123"," Common House Martin ",847.999999999996,1,226.4,171.084744333297,0.00230061349693252,2841.182235196,3446.43452877398,1,424.81137496369,24.7682764450874,27.5937419105787,1,1.50275464111522,-2.42808743362269,1,-4.63821943540345,1.7238346526945,2002.32875,2707.27,1,722.792608556513,3212.89125,3585.55,1,221.411703938774,4081.79875,4682.65,1,373.211693372063,0.227570398215257,1,0.187680519440792,0.034560843741138,0.00143859155901597,1,0.00093917986830285,0.000437276988083606
"124"," Eurasian Penduline Tit ",688,1,629.333333333333,81.7149517122377,0.000868055555555556,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"125"," Yellow breasted Chat ",1088,1,164.444444444444,236.240710299081,0.00118715083798883,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"126"," Northern Mockingbird ",416,1,178.755555555555,83.6313890740308,0.0018225753604194,2490.67841447944,3428.10783094399,1,406.1496099229,5.93922808547454,25.1704529537779,-15.2766613742871,12.2678266356383,12.523139923901,28.4123505587725,-3.32742345406528,5.87171346468919,1472.53992481203,3322.23,1,484.76918689797,2492.78562030075,3969.94,1,389.746918525331,3202.64618421053,10445.55,1,927.617689873577,0.1961883440152,1,0.0580376401020732,0.0763885791156763,-0.000157307132868459,1,-0.000784782593073433,0.000217929601248874
"127"," Barn Swallow ",344.000000000001,1,107.333333333333,69.2642030529579,0.00514514731369151,2411.52694705906,3466.44286905755,1,570.156187699972,24.0407958931418,34.2003448587093,-9.34426989198236,4.92822641717191,1.26144222587898,16.8042160255349,-6.67082141923311,3.68911416206444,1805.45233333333,3951.28,1,503.184861306936,2721.54988095238,4961.44,1,480.115427863239,3514.19778571429,5776.49,1,548.020425522693,0.25968913419707,1,0.0623951222410999,0.0748130542700842,0.000535944483842521,1,-0.000254358978695824,0.000595868594664348
"128"," House Sparrow ",472,1,148.769230769231,77.8093737446454,0.00298315395414132,2403.722304174,3486.45120934112,1,513.544029196295,26.7539568480178,35.2488250873067,1,4.76899760851042,0.599777588185894,11.4177492070504,-6.55775768196709,4.13194928071081,2063.61818505338,3653.66,1,438.162489956533,2758.97135231317,5046.26,1,443.229973647534,3380.91914590747,5491.72,1,460.071430219556,0.267012160785339,1,0.0748647043012069,0.0903093946467133,0.000540246879431223,1,-0.000222019554288138,0.000470373438597212
"129"," Brown Thrasher ",1416,1,174.056074766355,204.672487195118,0.00358495670995671,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA
"130"," European Stonechat ",912,1,258,230.504306454603,0.00128114951768489,2557.37545308259,3487.17772215269,1,770.271210920089,14.6749721983085,24.4686968912504,-4.63570943311674,4.08994835822829,4.17283001609672,32.7173022397864,-5.80630020290378,5.66268907113464,1255.12681818182,3453.14,1,236.261779233145,2515.01506493506,4798.5,1,706.376932065714,3612.6675974026,6129.21,1,644.547687182539,0.327166578546246,1,0.13867898273992,0.0918091153174281,0.00034854476563757,1,-6.65334284596101e-05,0.000302322448277871
